Company	Product	metric_type	units	freq	metric_value	metric_key
Boehringer Ingelheim	Dulcolax	product_sales	usd_mm	YEAR	152.237	2013-12-31
Pfizer	Protonix	product_sales	usd_mm	YEAR	128.750	2013-12-31
Astellas Pharma	Xtandi	product_sales	usd_mm	YEAR	442.394	2013-12-31
GlaxoSmithKline	Wellvone	product_sales	usd_mm	YEAR	158.019	2013-12-31
Bristol-Myers Squibb	Byetta	product_sales	usd_mm	YEAR	304.000	2013-12-31
Novartis	Comtan	product_sales	usd_mm	YEAR	33.000	2013-12-31
Allergan	Combigan	product_sales	usd_mm	YEAR	159.633	2013-12-31
Santarus	Glumetza	product_sales	usd_mm	YEAR	180.053	2013-12-31
Merck & Co	Zolinza	product_sales	usd_mm	YEAR	28.944	2013-12-31
GlaxoSmithKline	Votrient	product_sales	usd_mm	YEAR	225.294	2013-12-31
Mylan	Omeprazole	product_sales	usd_mm	YEAR	129.600	2013-12-31
BioMarin Pharmaceutical	Kuvan	product_sales	usd_mm	YEAR	167.400	2013-12-31
Eisai	Halaven	product_sales	usd_mm	YEAR	133.327	2013-12-31
Par Pharmaceutical Companies	Budesonide EC	product_sales	usd_mm	YEAR	198.834	2013-12-31
Sanofi	Jevtana	product_sales	usd_mm	YEAR	114.244	2013-12-31
Pfizer	Medrol	product_sales	usd_mm	YEAR	148.000	2013-12-31
GlaxoSmithKline	FluLaval/Fluviral	product_sales	usd_mm	YEAR	228.424	2013-12-31
Merck & Co	Nexplanon	product_sales	usd_mm	YEAR	205.000	2013-12-31
IMPAX Laboratories	Zomig	product_sales	usd_mm	YEAR	104.200	2013-12-31
Warner Chilcott	Lo Loestrin FE	product_sales	usd_mm	YEAR	176.253	2013-12-31
Incyte	Jakafi	product_sales	usd_mm	YEAR	235.443	2013-12-31
Bausch + Lomb	Ocuvite	product_sales	usd_mm	YEAR	84.214	2013-12-31
Medicis Pharmaceutical	Restylane	product_sales	usd_mm	YEAR	0.000	2013-12-31
Seattle Genetics	Adcetris	product_sales	usd_mm	YEAR	144.665	2013-12-31
Allergan	Refresh	product_sales	usd_mm	YEAR	137.904	2013-12-31
Eisai	Aricept	product_sales	usd_mm	YEAR	39.296	2013-12-31
Pfizer	Robitussin	product_sales	usd_mm	YEAR	135.000	2013-12-31
Teva Pharmaceutical Industries	Atorvastatin	product_sales	usd_mm	YEAR	0.000	2013-12-31
Aptalis Holdings	Zenpep	product_sales	usd_mm	YEAR	141.000	2013-12-31
Merck & Co	Clarinex	product_sales	usd_mm	YEAR	19.000	2013-12-31
GlaxoSmithKline	Soriatane	product_sales	usd_mm	YEAR	125.164	2013-12-31
Merck & Co	Propecia	product_sales	usd_mm	YEAR	25.000	2013-12-31
Pfizer	Flector Patch	product_sales	usd_mm	YEAR	148.484	2013-12-31
Mylan	Lansoprazole DR	product_sales	usd_mm	YEAR	63.400	2013-12-31
United Therapeutics	Adcirca	product_sales	usd_mm	YEAR	176.972	2013-12-31
Amgen	Vectibix	product_sales	usd_mm	YEAR	126.000	2013-12-31
Boehringer Ingelheim	Tradjenta	product_sales	usd_mm	YEAR	256.595	2013-12-31
Sanofi	Thymoglobulin	product_sales	usd_mm	YEAR	135.499	2013-12-31
Reckitt Benckiser	Mucinex DM	product_sales	usd_mm	YEAR	118.493	2013-12-31
Pfizer	Arthrotec	product_sales	usd_mm	YEAR	108.000	2013-12-31
Roche	Zelboraf	product_sales	usd_mm	YEAR	132.774	2013-12-31
Novartis	Menveo	product_sales	usd_mm	YEAR	154.487	2013-12-31
Aptalis Holdings	Carafate	product_sales	usd_mm	YEAR	141.800	2013-12-31
Aptalis Holdings	Canasa/Salofalk	product_sales	usd_mm	YEAR	132.700	2013-12-31
Actelion	Ventavis	product_sales	usd_mm	YEAR	118.741	2013-12-31
Endo International	Voltaren Emulgel	product_sales	usd_mm	YEAR	170.841	2013-12-31
Eisai	Fragmin	product_sales	usd_mm	YEAR	59.918	2013-12-31
AstraZeneca	Toprol-XL	product_sales	usd_mm	YEAR	49.613	2013-12-31
Astellas Pharma	Mycamine	product_sales	usd_mm	YEAR	116.840	2013-12-31
GlaxoSmithKline	Imitrex	product_sales	usd_mm	YEAR	125.164	2013-12-31
Bayer	Gadavist	product_sales	usd_mm	YEAR	114.438	2013-12-31
Pfizer	Toviaz	product_sales	usd_mm	YEAR	120.000	2013-12-31
Valeant Pharmaceuticals International	Retin-A Micro	product_sales	usd_mm	YEAR	70.000	2013-12-31
Sanofi	Menomune	product_sales	usd_mm	YEAR	95.646	2013-12-31
AbbVie	Depakote	product_sales	usd_mm	YEAR	85.219	2013-12-31
Sanofi	Ambien	product_sales	usd_mm	YEAR	116.901	2013-12-31
Pfizer	Effexor XR	product_sales	usd_mm	YEAR	173.000	2013-12-31
Perrigo Company	Cetirizine Hydrochloride	product_sales	usd_mm	YEAR	108.894	2013-12-31
Mylan	Levothyroxine Sodium	product_sales	usd_mm	YEAR	97.200	2013-12-31
GlaxoSmithKline	Lexiva	product_sales	usd_mm	YEAR	97.500	2013-12-31
GlaxoSmithKline	Tykerb	product_sales	usd_mm	YEAR	86.050	2013-12-31
GlaxoSmithKline	Arixtra	product_sales	usd_mm	YEAR	78.227	2013-12-31
Human Genome Sciences	Benlysta	product_sales	usd_mm	YEAR	0.000	2013-12-31
Pfizer	ReFacto AF/Xyntha	product_sales	usd_mm	YEAR	123.000	2013-12-31
Par Pharmaceutical Companies	Modafinil	product_sales	usd_mm	YEAR	27.688	2013-12-31
Forest Laboratories	Savella	product_sales	usd_mm	YEAR	98.705	2013-12-31
Shire	Fosrenol	product_sales	usd_mm	YEAR	110.980	2013-12-31
Endo International	Percocet	product_sales	usd_mm	YEAR	105.814	2013-12-31
AbbVie	Simcor	product_sales	usd_mm	YEAR	60.800	2013-12-31
GlaxoSmithKline	Benlysta	product_sales	usd_mm	YEAR	209.649	2013-12-31
Pfizer	Torisel	product_sales	usd_mm	YEAR	114.500	2013-12-31
Teva Pharmaceutical Industries	Claravis	product_sales	usd_mm	YEAR	90.000	2013-12-31
UCB	Omeprazole	product_sales	usd_mm	YEAR	75.720	2013-12-31
Lantheus Holdings	TechneLite	product_sales	usd_mm	YEAR	80.609	2013-12-31
Novartis	Trileptal	product_sales	usd_mm	YEAR	88.067	2013-12-31
BTG	CroFab	product_sales	usd_mm	YEAR	99.715	2013-12-31
Johnson & Johnson	Terazol	product_sales	usd_mm	YEAR	97.519	2013-12-31
Bayer	Levitra	product_sales	usd_mm	YEAR	108.931	2013-12-31
Galderma	Differin 0.1%	product_sales	usd_mm	YEAR	70.800	2013-12-31
Johnson & Johnson	Evithrom	product_sales	usd_mm	YEAR	102.274	2013-12-31
Allergan	Latisse	product_sales	usd_mm	YEAR	91.370	2013-12-31
GlaxoSmithKline	Trizivir	product_sales	usd_mm	YEAR	90.744	2013-12-31
Hospira	Vancomycin	product_sales	usd_mm	YEAR	103.226	2013-12-31
Teva Pharmaceutical Industries	Plan B	product_sales	usd_mm	YEAR	96.000	2013-12-31
Astellas Pharma	Protopic	product_sales	usd_mm	YEAR	116.840	2013-12-31
Merck & Co	Foradil	product_sales	usd_mm	YEAR	95.000	2013-12-31
Mylan	Benzoyl peroxide & Clindamycin	product_sales	usd_mm	YEAR	88.150	2013-12-31
Sanofi	Apidra	product_sales	usd_mm	YEAR	148.783	2013-12-31
GlaxoSmithKline	Avamys/Veramyst	product_sales	usd_mm	YEAR	65.711	2013-12-31
Pfizer	Preparation H	product_sales	usd_mm	YEAR	96.000	2013-12-31
Johnson & Johnson	Duragesic	product_sales	usd_mm	YEAR	82.760	2013-12-31
Merck & Co	Intron A	product_sales	usd_mm	YEAR	89.507	2013-12-31
Warner Chilcott	Doryx	product_sales	usd_mm	YEAR	63.022	2013-12-31
Mallinckrodt	Exalgo	product_sales	usd_mm	YEAR	122.900	2013-12-31
Teva Pharmaceutical Industries	Pioglitazone	product_sales	usd_mm	YEAR	47.476	2013-12-31
Gilead Sciences	Cayston	product_sales	usd_mm	YEAR	118.720	2013-12-31
ViroPharma	Vancocin	product_sales	usd_mm	YEAR	11.187	2013-12-31
Otsuka Holdings	Samsca	product_sales	usd_mm	YEAR	110.484	2013-12-31
Galderma	Clobex	product_sales	usd_mm	YEAR	94.000	2013-12-31
GlaxoSmithKline	Selzentry	product_sales	usd_mm	YEAR	90.744	2013-12-31
Novartis	Nevanac	product_sales	usd_mm	YEAR	100.000	2013-12-31
Pfizer	Cleocin/Dalacin	product_sales	usd_mm	YEAR	69.000	2013-12-31
Pfizer	Glucotrol XL	product_sales	usd_mm	YEAR	59.750	2013-12-31
Johnson & Johnson	Sudafed	product_sales	usd_mm	YEAR	90.220	2013-12-31
Bristol-Myers Squibb	Ixempra	product_sales	usd_mm	YEAR	66.000	2013-12-31
Pfizer	Vfend	product_sales	usd_mm	YEAR	61.000	2013-12-31
Grifols	Alphanate	product_sales	usd_mm	YEAR	96.975	2013-12-31
Merck & Co	PEGIntron	product_sales	usd_mm	YEAR	43.000	2013-12-31
Actavis	Rapaflo	product_sales	usd_mm	YEAR	111.240	2013-12-31
Hi-Tech Pharmacal	Fluticasone Propionate Spray	product_sales	usd_mm	YEAR	71.364	2013-12-31
Novartis	Miacalcic	product_sales	usd_mm	YEAR	0.000	2013-12-31
Novartis	Azopt	product_sales	usd_mm	YEAR	89.800	2013-12-31
GlaxoSmithKline	Promacta	product_sales	usd_mm	YEAR	114.212	2013-12-31
Pfizer	Thrombin-JMI	product_sales	usd_mm	YEAR	112.600	2013-12-31
Shire	Firazyr	product_sales	usd_mm	YEAR	181.748	2013-12-31
UCB	Metadate CD/Equasym XL	product_sales	usd_mm	YEAR	104.945	2013-12-31
Reckitt Benckiser	Mucinex D	product_sales	usd_mm	YEAR	83.190	2013-12-31
Daiichi Sankyo	Tribenzor	product_sales	usd_mm	YEAR	89.877	2013-12-31
Pfizer	Inlyta	product_sales	usd_mm	YEAR	155.000	2013-12-31
AbbVie	Ultane	product_sales	usd_mm	YEAR	77.000	2013-12-31
Johnson & Johnson	Monistat/Daktarin	product_sales	usd_mm	YEAR	83.158	2013-12-31
Valeant Pharmaceuticals International	Douglan	product_sales	usd_mm	YEAR	61.011	2013-12-31
Perrigo Company	Fexofenadine OTC	product_sales	usd_mm	YEAR	88.532	2013-12-31
Pfizer	Caltrate	product_sales	usd_mm	YEAR	83.000	2013-12-31
Bayer	Magnevist	product_sales	usd_mm	YEAR	68.810	2013-12-31
GlaxoSmithKline	Bactroban	product_sales	usd_mm	YEAR	45.372	2013-12-31
GlaxoSmithKline	Serevent	product_sales	usd_mm	YEAR	79.792	2013-12-31
Novartis	Extavia	product_sales	usd_mm	YEAR	80.532	2013-12-31
Roche	Boniva	product_sales	usd_mm	YEAR	0.000	2013-12-31
Pfizer	Xalkori	product_sales	usd_mm	YEAR	139.000	2013-12-31
Reckitt Benckiser	Delsym	product_sales	usd_mm	YEAR	41.024	2013-12-31
Actavis	Enoxaparin Sodium	product_sales	usd_mm	YEAR	95.279	2013-12-31
Sanofi	Clolar	product_sales	usd_mm	YEAR	87.707	2013-12-31
Forest Laboratories	Daliresp	product_sales	usd_mm	YEAR	104.900	2013-12-31
GlaxoSmithKline	Treximet	product_sales	usd_mm	YEAR	67.275	2013-12-31
Mylan	Paroxetine ER	product_sales	usd_mm	YEAR	65.800	2013-12-31
Eisai	Ontak	product_sales	usd_mm	YEAR	66.908	2013-12-31
Abbott Laboratories	Tarka	product_sales	usd_mm	YEAR	0.000	2013-12-31
Mylan	Nifedipine ER	product_sales	usd_mm	YEAR	69.300	2013-12-31
Eli Lilly	Prozac	product_sales	usd_mm	YEAR	75.600	2013-12-31
Astellas Pharma	AmBisome	product_sales	usd_mm	YEAR	80.889	2013-12-31
Bristol-Myers Squibb	Coumadin	product_sales	usd_mm	YEAR	59.611	2013-12-31
Boehringer Ingelheim	Mobic	product_sales	usd_mm	YEAR	70.598	2013-12-31
Bayer	Visanne	product_sales	usd_mm	YEAR	100.000	2013-12-31
Bristol-Myers Squibb	Bydureon	product_sales	usd_mm	YEAR	263.000	2013-12-31
Merck & Co	Noxafil	product_sales	usd_mm	YEAR	106.000	2013-12-31
Baxter International	TachoSil	product_sales	usd_mm	YEAR	105.000	2013-12-31
Allergan	Zymaxid	product_sales	usd_mm	YEAR	54.010	2013-12-31
Amylin Pharmaceuticals	Bydureon	product_sales	usd_mm	YEAR	0.000	2013-12-31
Allergan	Tazorac	product_sales	usd_mm	YEAR	86.000	2013-12-31
Bayer	Menostar	product_sales	usd_mm	YEAR	82.362	2013-12-31
Teva Pharmaceutical Industries	Ocella	product_sales	usd_mm	YEAR	59.522	2013-12-31
Eli Lilly	Axiron	product_sales	usd_mm	YEAR	177.100	2013-12-31
Novartis	Estraderm/HRT range	product_sales	usd_mm	YEAR	70.117	2013-12-31
Par Pharmaceutical Companies	Propafenone Hydrochloride ER	product_sales	usd_mm	YEAR	70.508	2013-12-31
Medicis Pharmaceutical	Ziana	product_sales	usd_mm	YEAR	0.000	2013-12-31
Actavis	Androderm (Low Dose)	product_sales	usd_mm	YEAR	73.967	2013-12-31
Hospira	Hydromorphone Hydrochloride	product_sales	usd_mm	YEAR	99.036	2013-12-31
Teva Pharmaceutical Industries	Fentora	product_sales	usd_mm	YEAR	79.000	2013-12-31
Sanofi	Mozobil	product_sales	usd_mm	YEAR	74.392	2013-12-31
Eli Lilly	Glucagon	product_sales	usd_mm	YEAR	89.400	2013-12-31
Mylan	Oxybutynin ER	product_sales	usd_mm	YEAR	60.750	2013-12-31
GlaxoSmithKline	Rescriptor	product_sales	usd_mm	YEAR	46.936	2013-12-31
Teva Pharmaceutical Industries	Fexofenadine	product_sales	usd_mm	YEAR	64.000	2013-12-31
UCB	Keppra XR	product_sales	usd_mm	YEAR	107.447	2013-12-31
Fresenius	Heparin sodium	product_sales	usd_mm	YEAR	73.777	2013-12-31
Salix Pharmaceuticals	Apriso	product_sales	usd_mm	YEAR	126.100	2013-12-31
Pfizer	Eraxis	product_sales	usd_mm	YEAR	80.000	2013-12-31
Hospira	Morphine Sulfate	product_sales	usd_mm	YEAR	77.508	2013-12-31
Mylan	Pioglitazone	product_sales	usd_mm	YEAR	30.096	2013-12-31
Medicis Pharmaceutical	Dysport Next Generation	product_sales	usd_mm	YEAR	0.000	2013-12-31
Sanofi	Taxotere	product_sales	usd_mm	YEAR	55.794	2013-12-31
Pfizer	Zoloft	product_sales	usd_mm	YEAR	44.000	2013-12-31
Par Pharmaceutical Companies	Zolpidem	product_sales	usd_mm	YEAR	63.735	2013-12-31
Hospira	Heparin sodium	product_sales	usd_mm	YEAR	55.210	2013-12-31
Daiichi Sankyo	Sprix	product_sales	usd_mm	YEAR	87.880	2013-12-31
Astellas Pharma	Adenoscan	product_sales	usd_mm	YEAR	31.956	2013-12-31
Actavis	Levalbuterol Hydrochloride	product_sales	usd_mm	YEAR	40.951	2013-12-31
Actavis	Fentanyl Transdermal System	product_sales	usd_mm	YEAR	54.300	2013-12-31
Pfizer	Levoxyl	product_sales	usd_mm	YEAR	62.700	2013-12-31
Meda	Astepro	product_sales	usd_mm	YEAR	44.223	2013-12-31
Teva Pharmaceutical Industries	Adderall IR	product_sales	usd_mm	YEAR	225.000	2013-12-31
Lundbeck	Sabril	product_sales	usd_mm	YEAR	94.406	2013-12-31
Salix Pharmaceuticals	MoviPrep	product_sales	usd_mm	YEAR	76.869	2013-12-31
Mylan	Doxycycline Delayed Release	product_sales	usd_mm	YEAR	39.176	2013-12-31
Mylan	Budesonide (oral)	product_sales	usd_mm	YEAR	47.853	2013-12-31
Baxter International	Ultane	product_sales	usd_mm	YEAR	68.225	2013-12-31
Novartis	Neoral	product_sales	usd_mm	YEAR	56.000	2013-12-31
Onyx Pharmaceuticals	Kyprolis	product_sales	usd_mm	YEAR	198.743	2013-12-31
Otsuka Holdings	Busulfex	product_sales	usd_mm	YEAR	56.216	2013-12-31
Novartis	Tegretol	product_sales	usd_mm	YEAR	55.509	2013-12-31
Bausch + Lomb	Lotemax	product_sales	usd_mm	YEAR	35.775	2013-12-31
Obagi Medical Products	Obagi Nu-Derm System	product_sales	usd_mm	YEAR	20.823	2013-12-31
Optimer Pharmaceuticals	Dificid	product_sales	usd_mm	YEAR	64.788	2013-12-31
Actavis	Potassium Chloride ER	product_sales	usd_mm	YEAR	58.900	2013-12-31
Warner Chilcott	Atelvia	product_sales	usd_mm	YEAR	55.093	2013-12-31
Bausch + Lomb	Bromday	product_sales	usd_mm	YEAR	83.855	2013-12-31
Amylin Pharmaceuticals	Symlin	product_sales	usd_mm	YEAR	0.000	2013-12-31
Eisai	Inovelon	product_sales	usd_mm	YEAR	74.897	2013-12-31
Endo International	Frova	product_sales	usd_mm	YEAR	60.927	2013-12-31
Merck & Co	Proquad	product_sales	usd_mm	YEAR	314.000	2013-12-31
Takeda	Omontys	product_sales	usd_mm	YEAR	0.000	2013-12-31
Pfizer	Avinza	product_sales	usd_mm	YEAR	54.558	2013-12-31
GlaxoSmithKline	Arzerra	product_sales	usd_mm	YEAR	71.969	2013-12-31
GlaxoSmithKline	Duac/Clindoxyl	product_sales	usd_mm	YEAR	23.468	2013-12-31
Novartis	Simulect	product_sales	usd_mm	YEAR	60.000	2013-12-31
Novartis	TobraDex	product_sales	usd_mm	YEAR	50.000	2013-12-31
Hisamitsu Pharmaceutical	Daytrana	product_sales	usd_mm	YEAR	60.042	2013-12-31
Forest Laboratories	Cervidil	product_sales	usd_mm	YEAR	54.300	2013-12-31
Teva Pharmaceutical Industries	Irbesartan	product_sales	usd_mm	YEAR	7.762	2013-12-31
AMAG Pharmaceuticals	Feraheme	product_sales	usd_mm	YEAR	71.362	2013-12-31
Alkermes	Vivitrol	product_sales	usd_mm	YEAR	57.215	2013-12-31
Valeant Pharmaceuticals International	Acanya	product_sales	usd_mm	YEAR	63.500	2013-12-31
Roche	Perjeta	product_sales	usd_mm	YEAR	236.402	2013-12-31
Gilead Sciences	Stribild	product_sales	usd_mm	YEAR	509.949	2013-12-31
Endo International	Supprelin LA	product_sales	usd_mm	YEAR	58.334	2013-12-31
Hospira	Lidocaine	product_sales	usd_mm	YEAR	58.449	2013-12-31
Merck & Co	Cipro	product_sales	usd_mm	YEAR	54.300	2013-12-31
Mylan	Amnesteem	product_sales	usd_mm	YEAR	82.900	2013-12-31
Dr. Reddy's Laboratories	Lansoprazole DR	product_sales	usd_mm	YEAR	53.358	2013-12-31
Nestlé	Proleukin	product_sales	usd_mm	YEAR	54.176	2013-12-31
Hospira	Meropenem	product_sales	usd_mm	YEAR	52.023	2013-12-31
Baxter International	Hemofil M	product_sales	usd_mm	YEAR	54.244	2013-12-31
GlaxoSmithKline	Valtrex	product_sales	usd_mm	YEAR	70.405	2013-12-31
Auxilium Pharmaceuticals	Xiaflex	product_sales	usd_mm	YEAR	62.500	2013-12-31
AstraZeneca	Rhinocort	product_sales	usd_mm	YEAR	40.485	2013-12-31
Boehringer Ingelheim	Viramune	product_sales	usd_mm	YEAR	13.994	2013-12-31
Jazz Pharmaceuticals	Erwinaze	product_sales	usd_mm	YEAR	130.688	2013-12-31
Grifols	Albutein	product_sales	usd_mm	YEAR	57.122	2013-12-31
UCB	GlycoLax	product_sales	usd_mm	YEAR	54.000	2013-12-31
Mylan	Valacyclovir	product_sales	usd_mm	YEAR	48.600	2013-12-31
Teva Pharmaceutical Industries	Junel/Loestrin	product_sales	usd_mm	YEAR	59.000	2013-12-31
Actavis	Potassium Chloride XR	product_sales	usd_mm	YEAR	32.250	2013-12-31
Cornerstone Therapeutics	Zyflo CR	product_sales	usd_mm	YEAR	50.228	2013-12-31
Novartis	Ilaris	product_sales	usd_mm	YEAR	87.267	2013-12-31
Medicis Pharmaceutical	Zyclara	product_sales	usd_mm	YEAR	0.000	2013-12-31
Mylan	Clonidine TTS	product_sales	usd_mm	YEAR	37.150	2013-12-31
Lupin	Antara	product_sales	usd_mm	YEAR	52.058	2013-12-31
Lupin	Simvastatin	product_sales	usd_mm	YEAR	48.623	2013-12-31
GlaxoSmithKline	Flolan	product_sales	usd_mm	YEAR	39.114	2013-12-31
Nestlé	Lotronex	product_sales	usd_mm	YEAR	61.141	2013-12-31
Mylan	Metoprolol succinate ER	product_sales	usd_mm	YEAR	33.288	2013-12-31
Lantheus Holdings	Definity	product_sales	usd_mm	YEAR	76.539	2013-12-31
UCB	Venlafaxine ER	product_sales	usd_mm	YEAR	50.480	2013-12-31
Cadence Pharmaceuticals	Ofirmev	product_sales	usd_mm	YEAR	110.529	2013-12-31
Celgene	Istodax	product_sales	usd_mm	YEAR	50.000	2013-12-31
Bayer	Natazia	product_sales	usd_mm	YEAR	75.000	2013-12-31
Teva Pharmaceutical Industries	Tev-Tropin/Tjet	product_sales	usd_mm	YEAR	55.000	2013-12-31
Pfizer	Xanax XR	product_sales	usd_mm	YEAR	49.000	2013-12-31
Grifols	Plasbumin/Plasmanate	product_sales	usd_mm	YEAR	52.405	2013-12-31
Johnson & Johnson	Imodium	product_sales	usd_mm	YEAR	48.274	2013-12-31
Par Pharmaceutical Companies	Megace ES	product_sales	usd_mm	YEAR	39.510	2013-12-31
DUSA Pharmaceuticals	Levulan Kerastick Topical	product_sales	usd_mm	YEAR	0.000	2013-12-31
Ipsen	Somatuline	product_sales	usd_mm	YEAR	45.845	2013-12-31
Par Pharmaceutical Companies	Chlorpheniramine & Hydrocodone	product_sales	usd_mm	YEAR	33.518	2013-12-31
Pfizer	Neurontin	product_sales	usd_mm	YEAR	45.000	2013-12-31
Pfizer	Norvasc	product_sales	usd_mm	YEAR	39.000	2013-12-31
Santarus	Zegerid	product_sales	usd_mm	YEAR	99.520	2013-12-31
Teva Pharmaceutical Industries	Actiq	product_sales	usd_mm	YEAR	41.750	2013-12-31
Boehringer Ingelheim	Fluticasone Propionate	product_sales	usd_mm	YEAR	43.927	2013-12-31
ISTA Pharmaceuticals	Bromday	product_sales	usd_mm	YEAR	0.000	2013-12-31
Johnson & Johnson	Edurant	product_sales	usd_mm	YEAR	15.000	2013-12-31
Takeda	Rozerem	product_sales	usd_mm	YEAR	36.639	2013-12-31
Perrigo Company	Polyethylene Glycol	product_sales	usd_mm	YEAR	48.316	2013-12-31
Par Pharmaceutical Companies	Bupropion Hydrochloride ER	product_sales	usd_mm	YEAR	45.403	2013-12-31
Pfizer	Somavert	product_sales	usd_mm	YEAR	52.000	2013-12-31
Actient Pharmaceuticals	Testopel	product_sales	usd_mm	YEAR	0.000	2013-12-31
GlaxoSmithKline	Viracept	product_sales	usd_mm	YEAR	31.291	2013-12-31
Eli Lilly	ReoPro	product_sales	usd_mm	YEAR	43.400	2013-12-31
Mylan	Tacrolimus	product_sales	usd_mm	YEAR	40.500	2013-12-31
Teva Pharmaceutical Industries	Azithromycin	product_sales	usd_mm	YEAR	40.000	2013-12-31
Teva Pharmaceutical Industries	Apri	product_sales	usd_mm	YEAR	45.000	2013-12-31
Mylan	Spironolactone	product_sales	usd_mm	YEAR	48.401	2013-12-31
Boehringer Ingelheim	Aptivus	product_sales	usd_mm	YEAR	48.066	2013-12-31
Lundbeck	Onfi	product_sales	usd_mm	YEAR	102.065	2013-12-31
Teva Pharmaceutical Industries	Sondate	product_sales	usd_mm	YEAR	29.946	2013-12-31
Forest Laboratories	Teflaro	product_sales	usd_mm	YEAR	70.254	2013-12-31
Teva Pharmaceutical Industries	Amrix	product_sales	usd_mm	YEAR	38.900	2013-12-31
UCB	Tussionex	product_sales	usd_mm	YEAR	43.838	2013-12-31
Mylan	Atorvastatin calcium	product_sales	usd_mm	YEAR	41.838	2013-12-31
Teva Pharmaceutical Industries	Venlafaxine XR	product_sales	usd_mm	YEAR	30.285	2013-12-31
Mylan	Phenytek/Phenytoin	product_sales	usd_mm	YEAR	39.200	2013-12-31
Gilead Sciences	Hepsera	product_sales	usd_mm	YEAR	34.175	2013-12-31
Ranbaxy Laboratories	Amoxicillin & Clavulanate	product_sales	usd_mm	YEAR	50.155	2013-12-31
Teva Pharmaceutical Industries	Lofibra	product_sales	usd_mm	YEAR	54.534	2013-12-31
Johnson & Johnson	Doxil	product_sales	usd_mm	YEAR	94.083	2013-12-31
Actavis	Microgestin	product_sales	usd_mm	YEAR	36.550	2013-12-31
Pfizer	Viracept	product_sales	usd_mm	YEAR	41.000	2013-12-31
Dr. Reddy's Laboratories	Amoxil	product_sales	usd_mm	YEAR	40.593	2013-12-31
Novartis	Clozaril	product_sales	usd_mm	YEAR	40.727	2013-12-31
Dr. Reddy's Laboratories	Fondaparinux Sodium	product_sales	usd_mm	YEAR	39.605	2013-12-31
Jazz Pharmaceuticals	Luvox CR	product_sales	usd_mm	YEAR	22.429	2013-12-31
Actavis	Bupropion Hydrochloride	product_sales	usd_mm	YEAR	37.469	2013-12-31
Perrigo Company	Permethrin Cream	product_sales	usd_mm	YEAR	42.830	2013-12-31
Valeant Pharmaceuticals International	Sculptra	product_sales	usd_mm	YEAR	42.000	2013-12-31
Novartis	Lescol	product_sales	usd_mm	YEAR	0.000	2013-12-31
Valeant Pharmaceuticals International	Cardizem (IR/ CD/ SR)	product_sales	usd_mm	YEAR	31.000	2013-12-31
Boehringer Ingelheim	Twynsta	product_sales	usd_mm	YEAR	88.000	2013-12-31
Actavis	TriNessa	product_sales	usd_mm	YEAR	20.500	2013-12-31
Perrigo Company	Clindamycin Phosphate & Benzoyl Peroxide	product_sales	usd_mm	YEAR	40.995	2013-12-31
Teva Pharmaceutical Industries	Triamcinolone	product_sales	usd_mm	YEAR	28.239	2013-12-31
Teva Pharmaceutical Industries	Lansoprazole	product_sales	usd_mm	YEAR	31.474	2013-12-31
Teva Pharmaceutical Industries	Progesterone	product_sales	usd_mm	YEAR	29.833	2013-12-31
Sigma-Tau Group	Oncaspar	product_sales	usd_mm	YEAR	43.981	2013-12-31
EUSA Pharma	Erwinaze	product_sales	usd_mm	YEAR	0.000	2013-12-31
Cubist Pharmaceuticals	Entereg	product_sales	usd_mm	YEAR	51.024	2013-12-31
Novartis	Fanapt	product_sales	usd_mm	YEAR	40.000	2013-12-31
Novartis	Patanase	product_sales	usd_mm	YEAR	35.000	2013-12-31
Bayer	Stivarga	product_sales	usd_mm	YEAR	181.994	2013-12-31
Dyax	Kalbitor	product_sales	usd_mm	YEAR	40.526	2013-12-31
GlaxoSmithKline	Veltin	product_sales	usd_mm	YEAR	57.903	2013-12-31
Novartis	Famvir	product_sales	usd_mm	YEAR	37.371	2013-12-31
Novartis	Arcapta Neohaler	product_sales	usd_mm	YEAR	75.294	2013-12-31
Mylan	Metformin & Pioglitazone HCl	product_sales	usd_mm	YEAR	32.829	2013-12-31
Forest Laboratories	Levothroid	product_sales	usd_mm	YEAR	35.000	2013-12-31
Warner Chilcott	Estrace Tablet	product_sales	usd_mm	YEAR	0.000	2013-12-31
Daiichi Sankyo	Evoxac	product_sales	usd_mm	YEAR	31.956	2013-12-31
Lupin	Ziprasidone	product_sales	usd_mm	YEAR	12.579	2013-12-31
Actavis	Zarah	product_sales	usd_mm	YEAR	41.050	2013-12-31
GlaxoSmithKline	Combivir	product_sales	usd_mm	YEAR	54.759	2013-12-31
